yearMonth,subject,count
2010-02-01,D\xc3\xadvida Ativa n\xc3\xa3o,7
2010-02-01,Da Polui\xc3\xa7\xc3\xa3o,5
2010-02-01,Da\xc3\xa7\xc3\xa3o em Pagamento,1
2010-02-01,Dano,1
2010-02-01,Dano Ambiental,1
2010-02-01,Dano ao Er\xc3\xa1rio,1
2010-02-01,De Tr\xc3\xa1fico Il\xc3\xadcito e Uso Indevido de Drogas,2
2010-02-01,Deb\xc3\xaantures,2
2010-02-01,Decorrente de Viol\xc3\xaancia Dom\xc3\xa9stica,23
2010-02-01,Demiss\xc3\xa3o ou Exonera\xc3\xa7\xc3\xa3o,1
2010-02-01,Denuncia\xc3\xa7\xc3\xa3o caluniosa,5
2010-02-01,Dep\xc3\xb3sito,1
2010-02-01,Desacato,8
2010-02-01,Desapropria\xc3\xa7\xc3\xa3o,4
2010-02-01,Desapropria\xc3\xa7\xc3\xa3o Indireta,1
2010-02-01,Desapropria\xc3\xa7\xc3\xa3o por Utilidade P\xc3\xbablica,6
2010-02-01,Desconto em folha de pagamento,9
2010-02-01,Descontos Indevidos,42
2010-02-01,Desobedi\xc3\xaancia,5
2010-02-01,Desobedi\xc3\xaancia a decis\xc3\xa3o judicial sobre perda ou suspens\xc3\xa3o de direitos,3
2010-02-01,Despejo para Uso Pr\xc3\xb3prio,3
2010-02-01,Despejo por Den\xc3\xbancia Vazia,2
2010-02-01,Despesas Condominiais,32
2010-02-01,Destrui\xc3\xa7\xc3\xa3o,1
2010-02-01,Difama\xc3\xa7\xc3\xa3o,1
2010-02-01,DIREITO ADMINISTRATIVO E OUTRAS MAT\xc3\x89RIAS DE DIREITO P\xc3\x9aBLICO,6
2010-02-01,Direito Autoral,3
2010-02-01,DIREITO CIVIL,18
2010-02-01,DIREITO DA CRIAN\xc3\x87A E DO ADOLESCENTE,18
2010-02-01,Direito de Vizinhan\xc3\xa7a,25
2010-02-01,DIREITO DO CONSUMIDOR,11
2010-02-01,DIREITO PENAL,4
2010-02-01,Direitos e T\xc3\xadtulos de Cr\xc3\xa9dito,1
2010-02-01,Disposi\xc3\xa7\xc3\xa3o de coisa alheia como pr\xc3\xb3pria,2
2010-02-01,Dissolu\xc3\xa7\xc3\xa3o,68
2010-02-01,Divis\xc3\xa3o e Demarca\xc3\xa7\xc3\xa3o,5
2010-02-01,Dom\xc3\xadnio P\xc3\xbablico,2
2010-02-01,Duplicata,48
2010-02-01,Edital,1
2010-02-01,Empr\xc3\xa9stimos Compuls\xc3\xb3rios,6
2010-02-01,Empregado P\xc3\xbablico,4
2010-02-01,Empreitada,4
2010-02-01,Energia El\xc3\xa9trica,7
2010-02-01,Ensino Fundamental e M\xc3\xa9dio,1
2010-02-01,Ensino Superior,6
2010-02-01,Erro M\xc3\xa9dico,9
2010-02-01,Esbulho,8
2010-02-01,Esp\xc3\xa9cies de Contratos,17
2010-02-01,Esp\xc3\xa9cies de T\xc3\xadtulos de Cr\xc3\xa9dito,14
2010-02-01,Estelionato,33
2010-02-01,Estelionato Majorado,1
2010-02-01,Estupro,36
2010-02-01,Exame de Sa\xc3\xbade e,5
2010-02-01,Exame Psicot\xc3\xa9cnico,1
2010-02-01,Exclus\xc3\xa3o de herdeiro ou legat\xc3\xa1rio,1
2010-02-01,Exibicao de Documentos,46
2010-02-01,Exonera\xc3\xa7\xc3\xa3o,20
2010-02-01,Expurgos Inflacion\xc3\xa1rios,589
2010-02-01,Extors\xc3\xa3o,7
2010-02-01,Extors\xc3\xa3o mediante seq\xc3\xbcestro,1
2010-02-01,Extravio de bagagem,1
2010-02-01,F\xc3\xa9rias,49
2010-02-01,Falsidade ideol\xc3\xb3gica,4
2010-02-01,Falsifica\xc3\xa7\xc3\xa3o,1
2010-02-01,Falsifica\xc3\xa7\xc3\xa3o de documento p\xc3\xbablico,4
2010-02-01,Falsifica\xc3\xa7\xc3\xa3o de documento particular,2
2010-02-01,Falso testemunho ou falsa per\xc3\xadcia,1
2010-02-01,Fam\xc3\xadlia,28
2010-02-01,Favorecimento real,1
2010-02-01,Fiscaliza\xc3\xa7\xc3\xa3o,6
2010-02-01,Fixa\xc3\xa7\xc3\xa3o,1
2010-02-01,Fornecimento de \xc3\x81gua,18
2010-02-01,Fornecimento de Energia El\xc3\xa9trica,187
2010-02-01,Franquia,1
2010-02-01,Fuga de pessoa presa ou submetida a medida de seguran\xc3\xa7a,1
2010-02-01,Furto,61
2010-02-01,Furto Privilegiado,1
2010-02-01,Furto Qualificado,166
2010-02-01,Garantias Constitucionais,4
2010-02-01,Gratifica\xc3\xa7\xc3\xa3o de Incentivo,1
2010-02-01,Gratifica\xc3\xa7\xc3\xa3o Natalina,1
2010-02-01,Gratifica\xc3\xa7\xc3\xb5es de Atividade,3
2010-02-01,Gratifica\xc3\xa7\xc3\xb5es e Adicionais,18
2010-02-01,Grav\xc3\xadssima,6
2010-02-01,Grave,2
2010-02-01,Guarda,13
2010-02-01,Habilita\xc3\xa7\xc3\xa3o,1
2010-02-01,Habita\xc3\xa7\xc3\xa3o,1
2010-02-01,Homic\xc3\xaddio Privilegiado,3
2010-02-01,Homic\xc3\xaddio Qualificado,169
2010-02-01,Homic\xc3\xaddio Simples,76
2010-02-01,Honorarios Profissionais,16
2010-02-01,ICMS,325
2010-02-01,IE,1
2010-02-01,Imiss\xc3\xa3o,7
2010-02-01,Impostos,33
2010-02-01,Improbidade Administrativa,15
2010-02-01,Inc\xc3\xaandio,4
2010-02-01,Inclus\xc3\xa3o Indevida em Cadastro de Inadimplentes,137
2010-02-01,Indeniza\xc3\xa7\xc3\xa3o por Dano Material,62
2010-02-01,Indeniza\xc3\xa7\xc3\xa3o por Dano Moral,1101
2010-02-01,Indeniza\xc3\xa7ao por Dano Moral,3
2010-02-01,Infra\xc3\xa7\xc3\xa3o Administrativa,3
2010-02-01,Inj\xc3\xbaria,1
2010-02-01,Inscri\xc3\xa7\xc3\xa3o,2
2010-02-01,Integralidade,23
2010-02-01,Interpreta\xc3\xa7\xc3\xa3o,3
2010-02-01,Invalidez Permanente,2
2010-02-01,Invent\xc3\xa1rio e Partilha,103
2010-02-01,Investiga\xc3\xa7\xc3\xa3o de Maternidade,1
2010-02-01,Investiga\xc3\xa7\xc3\xa3o de Paternidade,24
2010-02-01,IPTU,170
2010-02-01,IPVA,16
2010-02-01,IRPF,7
2010-02-01,Isonomia,37
2010-02-01,ISS,75
2010-02-01,ITBI,4
2010-02-01,ITCD,12
2010-02-01,Jornada de Trabalho,1
2010-02-01,Latroc\xc3\xadnio,49
2010-02-01,Leve,11
2010-02-01,Libera\xc3\xa7\xc3\xa3o de Ve\xc3\xadculo Apreendido,20
2010-02-01,Licen\xc3\xa7a Pr\xc3\xaamio,2
2010-02-01,Licen\xc3\xa7as,12
2010-02-01,Licenciamento de Ve\xc3\xadculo,12
2010-02-01,Licita\xc3\xa7\xc3\xb5es,10
2010-02-01,Loca\xc3\xa7\xc3\xa3o,1
2010-02-01,Loca\xc3\xa7\xc3\xa3o de Im\xc3\xb3vel,62
2010-02-01,Loca\xc3\xa7\xc3\xa3o de M\xc3\xb3vel,2
2010-02-01,M\xc3\xbatuo,278
2010-02-01,Mandato,2
2010-02-01,Marca,2
2010-02-01,Maus Tratos,1
2010-02-01,Medidas S\xc3\xb3cioeducativas,2
2010-02-01,Meio Ambiente,19
2010-02-01,Militar,8
2010-02-01,Multas e demais San\xc3\xa7\xc3\xb5es,111
2010-02-01,Municipais,7
2010-02-01,Nomea\xc3\xa7\xc3\xa3o,3
2010-02-01,Nota de Cr\xc3\xa9dito Comercial,2
2010-02-01,Nota de Cr\xc3\xa9dito Industrial,1
2010-02-01,Nota de Cr\xc3\xa9dito Rural,1
2010-02-01,Nota Promiss\xc3\xb3ria,45
2010-02-01,Nova\xc3\xa7\xc3\xa3o,1
2010-02-01,NULL,3266
2010-02-01,Obriga\xc3\xa7\xc3\xb5es,40
2010-02-01,Oferta,1
2010-02-01,Organiza\xc3\xa7\xc3\xa3o Pol\xc3\xadtico,1
2010-02-01,Pagamento,19
2010-02-01,Parceria Agr\xc3\xadcola e,6
2010-02-01,Pec\xc3\xbalios,1
2010-02-01,Peculato,6
2010-02-01,Penalidades,1
2010-02-01,Penhor,4
2010-02-01,Pens\xc3\xa3o,35
2010-02-01,Pens\xc3\xa3o por Morte,1
2010-02-01,Perdas e Danos,2
2010-02-01,Pessoas naturais,1
2010-02-01,PIS,116
2010-02-01,Piso Salarial,2
2010-02-01,Planos de Sa\xc3\xbade,52
2010-02-01,Posse,57
2010-02-01,Posse de Drogas para Consumo Pessoal,6
2010-02-01,Presta\xc3\xa7\xc3\xa3o de Servi\xc3\xa7os,46
2010-02-01,Previd\xc3\xaancia privada,86
2010-02-01,Processo Administrativo Disciplinar ou Sindic\xc3\xa2ncia,4
2010-02-01,Promessa de Compra e Venda,130
2010-02-01,Promessa de Recompensa,1
2010-02-01,Promo\xc3\xa7\xc3\xa3o,138
2010-02-01,Propriedade,20
2010-02-01,Propriedade Fiduci\xc3\xa1ria,1
2010-02-01,Protesto Indevido de T\xc3\xadtulo,1
2010-02-01,Reajuste de Presta\xc3\xa7\xc3\xb5es,1
2010-02-01,Reajuste de Remunera\xc3\xa7\xc3\xa3o,7
2010-02-01,Reajustes de Remunera\xc3\xa7\xc3\xa3o,187
2010-02-01,Recepta\xc3\xa7\xc3\xa3o,33
2010-02-01,Recepta\xc3\xa7\xc3\xa3o Qualificada,6
2010-02-01,Reconhecimento,28
2010-02-01,Recupera\xc3\xa7\xc3\xa3o judicial e Fal\xc3\xaancia,6
2010-02-01,Redu\xc3\xa7\xc3\xa3o da Capacidade Auditiva,1
2010-02-01,Regime de Bens Entre os C\xc3\xb4njuges,1
2010-02-01,Regime Previdenci\xc3\xa1rio,1
2010-02-01,Registro Civil das Pessoas Naturais,3
2010-02-01,Registro de Im\xc3\xb3veis,7
2010-02-01,Regulamenta\xc3\xa7\xc3\xa3o de Visitas,10
2010-02-01,Reintegra\xc3\xa7\xc3\xa3o,2
2010-02-01,Reivindica\xc3\xa7\xc3\xa3o,5
2010-02-01,Rela\xc3\xa7\xc3\xb5es de Parentesco,10
2010-02-01,Remo\xc3\xa7\xc3\xa3o,1
2010-02-01,Representa\xc3\xa7\xc3\xa3o comercial,6
2010-02-01,Rescis\xc3\xa3o,1
2010-02-01,Reserva de Dominio,5
2010-02-01,Resist\xc3\xaancia,2
2010-02-01,Responsabilidade Civil,39
2010-02-01,Responsabilidade Civil do Empregador,8
2010-02-01,Restabelecimento,15
2010-02-01,Retifica\xc3\xa7\xc3\xa3o de Nome,2
2010-02-01,Revis\xc3\xa3o,24
2010-02-01,Revis\xc3\xa3o do Saldo Devedor,3
2010-02-01,Roubo,50
2010-02-01,Roubo Majorado,329
2010-02-01,Rufianismo,1
2010-02-01,Rural,3
2010-02-01,Sa\xc3\xbade,5
2010-02-01,Se\xc3\xa7\xc3\xa3o C\xc3\xadvel,4
2010-02-01,Seguida de Morte,1
2010-02-01,Seguro,248
2010-02-01,Servi\xc3\xa7os,3
2010-02-01,Servi\xc3\xa7os Profissionais,1
2010-02-01,Servid\xc3\xa3o,4
2010-02-01,Servidao de Eletroduto,4
2010-02-01,Servidor P\xc3\xbablico Civil,88
2010-02-01,Servidores Ativos,8
2010-02-01,Servidores Inativos,39
2010-02-01,Sistema Financeiro da Habita\xc3\xa7\xc3\xa3o,51
2010-02-01,Sistema Nacional de Tr\xc3\xa2nsito,21
2010-02-01,Sistema Remunerat\xc3\xb3rio e Benef\xc3\xadcios,75
2010-02-01,Sociedade,1
2010-02-01,Sucess\xc3\xb5es,68
2010-02-01,Supress\xc3\xa3o de documento,1
2010-02-01,Susta\xc3\xa7\xc3\xa3o,1
2010-02-01,Susta\xc3\xa7\xc3\xa3o de Protesto,15
2010-02-01,T\xc3\xadtulos de Cr\xc3\xa9dito,4
2010-02-01,Taxa de Coleta de Lixo,5
2010-02-01,Taxa de Ilumina\xc3\xa7\xc3\xa3o P\xc3\xbablica,9
2010-02-01,Taxa Judici\xc3\xa1ria,2
2010-02-01,Taxas,12
2010-02-01,Telefonia,102
2010-02-01,Teto Salarial,1
2010-02-01,Tr\xc3\xa1fico de Drogas e Condutas Afins,281
2010-02-01,Transa\xc3\xa7\xc3\xa3o,5
2010-02-01,Transfer\xc3\xaancia para reserva,1
2010-02-01,Transporte A\xc3\xa9reo,3
2010-02-01,Transporte de Coisas,1
2010-02-01,Transporte de Pessoas,6
2010-02-01,Transporte Terrestre,1
2010-02-01,Tratamento M\xc3\xa9dico,568
2010-02-01,Tratamento Medico,92
2010-02-01,Troca ou Permuta,1
2010-02-01,Tutela e Curatela,9
2010-02-01,Uni\xc3\xa3o Est\xc3\xa1vel ou Concubinato,10
2010-02-01,Uso de documento falso,14
2010-02-01,Usucapi\xc3\xa3o Extraordin\xc3\xa1ria,12
2010-02-01,Usucapi\xc3\xa3o Ordin\xc3\xa1ria,4
2010-02-01,Usufruto e Administra\xc3\xa7\xc3\xa3o dos Bens de Filhos Menores,2
2010-02-01,Vaga de garagem,1
2010-02-01,Viol\xc3\xaancia Dom\xc3\xa9stica contra a Mulher,2
2010-02-01,Viola\xc3\xa7\xc3\xa3o aos Princ\xc3\xadpios Administrativos,4
2010-02-01,Viola\xc3\xa7\xc3\xa3o de direito autoral,10
2010-02-01,Viola\xc3\xa7\xc3\xa3o de domic\xc3\xadlio,2
2010-03-01,\xc3\x81guas P\xc3\xbablicas,22
2010-03-01,1,185
2010-03-01,Abandono de incapaz,1
2010-03-01,Abandono Intelectual,1
2010-03-01,Abandono Material,4
2010-03-01,Abono de Perman\xc3\xaancia em Servi\xc3\xa7o,1
2010-03-01,Abono Pecuni\xc3\xa1rio,1
2010-03-01,Abuso Sexual,1
2010-03-01,Acess\xc3\xa3o,1
2010-03-01,Acidente A\xc3\xa9reo,1
2010-03-01,Acidente de Tr\xc3\xa2nsito,91
2010-03-01,Acidente de Trabalho,25
2010-03-01,Acidente De Trabalho,9
2010-03-01,Adicional de Horas Extras,16
2010-03-01,Adicional de Insalubridade,43
2010-03-01,Adicional de Periculosidade,1
2010-03-01,Adicional de Servi\xc3\xa7o Noturno,6
2010-03-01,Adicional por Tempo de Servi\xc3\xa7o,2
2010-03-01,Adimplemento e Extin\xc3\xa7\xc3\xa3o,3
2010-03-01,Adjudica\xc3\xa7\xc3\xa3o Compuls\xc3\xb3ria,11
2010-03-01,Administra\xc3\xa7\xc3\xa3o,2
2010-03-01,Administra\xc3\xa7\xc3\xa3o de Heran\xc3\xa7a,1
2010-03-01,Admiss\xc3\xa3o,1
2010-03-01,Ado\xc3\xa7\xc3\xa3o de Crian\xc3\xa7a,3
2010-03-01,Adultera\xc3\xa7\xc3\xa3o de Sinal Identificador de Ve\xc3\xadculo Automotor,15
2010-03-01,Afastamento,1
2010-03-01,Ag\xc3\xaancie e Distribui\xc3\xa7\xc3\xa3o,1
2010-03-01,Agentes Pol\xc3\xadticos,1
2010-03-01,Agrega\xc3\xa7\xc3\xa3o,1
2010-03-01,Agrot\xc3\xb3xicos,2
2010-03-01,Aliena\xc3\xa7\xc3\xa3o Fiduci\xc3\xa1ria,4343
2010-03-01,Alimentos,305
2010-03-01,Altera\xc3\xa7\xc3\xa3o de Coisa Comum,1
2010-03-01,Amea\xc3\xa7a,30
2010-03-01,Anula\xc3\xa7\xc3\xa3o,13
2010-03-01,Anula\xc3\xa7\xc3\xa3o e Corre\xc3\xa7\xc3\xa3o de Provas,9
2010-03-01,Aposentadoria,26
2010-03-01,Aposentadoria por Invalidez,4
2010-03-01,Aposentadoria por Invalidez Acident\xc3\xa1ria,5
2010-03-01,Apropria\xc3\xa7\xc3\xa3o ind\xc3\xa9bita,23
2010-03-01,Apropria\xc3\xa7\xc3\xa3o ind\xc3\xa9bita Previdenci\xc3\xa1ria,1
2010-03-01,Apura\xc3\xa7\xc3\xa3o de haveres,2
2010-03-01,Aquisi\xc3\xa7\xc3\xa3o,8
2010-03-01,Aquisi\xc3\xa7\xc3\xa3o de ve\xc3\xadculos automotores,1
2010-03-01,Arrendamento Mercantil,707
2010-03-01,Arrendamento Rural,21
2010-03-01,Assembl\xc3\xa9ia,1
2010-03-01,Assinatura B\xc3\xa1sica Mensal,1
2010-03-01,Associa\xc3\xa7\xc3\xa3o,1
2010-03-01,Associa\xc3\xa7\xc3\xa3o para a Produ\xc3\xa7\xc3\xa3o e Tr\xc3\xa1fico e Condutas Afins,4
2010-03-01,Atentado Violento ao Pudor,84
2010-03-01,Ato Infracional,80
2010-03-01,Atos Administrativos,34
2010-03-01,Atos Unilaterais,1
2010-03-01,Atraso de v\xc3\xb4o,1
2010-03-01,Autofal\xc3\xaancia,3
2010-03-01,Aux\xc3\xadlio,1738
2010-03-01,Banc\xc3\xa1rios,1396
2010-03-01,Bem de Fam\xc3\xadlia,7
2010-03-01,Benef\xc3\xadcios em Esp\xc3\xa9cie,8
2010-03-01,Bloqueio de Matr\xc3\xadcula,1
2010-03-01,Busca e Apreens\xc3\xa3o de Menores,8
2010-03-01,C\xc3\xa2mbio,2
2010-03-01,C\xc3\xa9dula de Cr\xc3\xa9dito Banc\xc3\xa1rio,2
2010-03-01,C\xc3\xa9dula de Cr\xc3\xa9dito Comercial,2
2010-03-01,C\xc3\xa9dula de Cr\xc3\xa9dito Industrial,1
2010-03-01,C\xc3\xa9dula de Cr\xc3\xa9dito Rural,20
2010-03-01,C\xc3\xa9dula de Produto Rural,10
2010-03-01,C\xc3\xa9dula Hipotec\xc3\xa1ria,1
2010-03-01,Cal\xc3\xbania,7
2010-03-01,Cancelamento de Protesto,5
2010-03-01,Cancelamento de v\xc3\xb4o,2
2010-03-01,Capacidade,31
2010-03-01,Cart\xc3\xa3o de Cr\xc3\xa9dito,362
2010-03-01,Casa de Prostitui\xc3\xa7\xc3\xa3o,1
2010-03-01,Casamento,8
2010-03-01,Cess\xc3\xa3o de Cr\xc3\xa9dito,1
2010-03-01,Cess\xc3\xa3o de cr\xc3\xa9ditos n\xc3\xa3o,1
2010-03-01,Cheque,214
2010-03-01,Classifica\xc3\xa7\xc3\xa3o de cr\xc3\xa9ditos,2
2010-03-01,Classifica\xc3\xa7\xc3\xa3o e,7
2010-03-01,CNH,8
2010-03-01,Coa\xc3\xa7\xc3\xa3o no curso do processo,2
2010-03-01,Cobran\xc3\xa7a indevida de liga\xc3\xa7\xc3\xb5es,3
2010-03-01,Cofins,674
2010-03-01,Coisas,5
2010-03-01,Comodato,5
2010-03-01,Complementa\xc3\xa7\xc3\xa3o de Benef\xc3\xadcio,1
2010-03-01,Compra e Venda,145
2010-03-01,Compromisso,1
2010-03-01,Concess\xc3\xa3o,16
2010-03-01,Concurso de Credores,1
2010-03-01,Concurso P\xc3\xbablico,59
2010-03-01,Concuss\xc3\xa3o,4
2010-03-01,Condi\xc3\xa7\xc3\xb5es Especiais para Presta\xc3\xa7\xc3\xa3o de Prova,1
2010-03-01,Condom\xc3\xadnio,40
2010-03-01,Condom\xc3\xadnio em Edif\xc3\xadcio,53
2010-03-01,Cons\xc3\xb3rcio,85
2010-03-01,Contra a vida,1
2010-03-01,Contra o Patrim\xc3\xb4nio,7
2010-03-01,Contra os Costumes,1
2010-03-01,Contrato Tempor\xc3\xa1rio de M\xc3\xa3o de Obra L 8,1
2010-03-01,Contratos Administrativos,36
2010-03-01,Contratos Banc\xc3\xa1rios,1942
2010-03-01,Contratos de Consumo,104
2010-03-01,Contratos de Participacao Financeira,3547
2010-03-01,Contraven\xc3\xa7\xc3\xb5es Penais,9
2010-03-01,Contribui\xc3\xa7\xc3\xa3o de Ilumina\xc3\xa7\xc3\xa3o P\xc3\xbablica,8
2010-03-01,Contribui\xc3\xa7\xc3\xa3o Sindical,11
2010-03-01,Contribui\xc3\xa7\xc3\xb5es,14
2010-03-01,Contribui\xc3\xa7\xc3\xb5es de Melhoria,21
2010-03-01,Contribui\xc3\xa7\xc3\xb5es Especiais,3
2010-03-01,Contribui\xc3\xa7\xc3\xb5es Previdenci\xc3\xa1rias,1041
2010-03-01,Contribui\xc3\xa7\xc3\xb5es Sociais,104
2010-03-01,Controle de Constitucionalidade,7
2010-03-01,Corre\xc3\xa7\xc3\xa3o Monet\xc3\xa1ria,1
2010-03-01,Corretagem,12
2010-03-01,Corrup\xc3\xa7\xc3\xa3o ativa,4
2010-03-01,Corrup\xc3\xa7\xc3\xa3o passiva,1
2010-03-01,Cr\xc3\xa9dito Rural,4
2010-03-01,Crime contra o P\xc3\xa1trio,5
2010-03-01,Crimes contra a Economia Popular,1
2010-03-01,Crimes contra a Fauna,1
2010-03-01,Crimes contra a Flora,5
2010-03-01,Crimes contra a liberdade pessoal,1
2010-03-01,Crimes contra a vida,1
2010-03-01,Crimes contra as Rela\xc3\xa7\xc3\xb5es de Consumo,11
2010-03-01,Crimes contra os Costumes,1
2010-03-01,Crimes da Lei de licita\xc3\xa7\xc3\xb5es,2
2010-03-01,Crimes de Imprensa,1
2010-03-01,Crimes de Responsabilidade,4
2010-03-01,Crimes de Tortura,4
2010-03-01,Crimes de Tr\xc3\xa1fico Il\xc3\xadcito e uso indevido de drogas,69
2010-03-01,Crimes de Tr\xc3\xa1fico Il\xc3\xadcito e Uso Indevido de Drogas,1
2010-03-01,Crimes de Tr\xc3\xa2nsito,72
2010-03-01,Crimes do Sistema Nacional de Armas,275
2010-03-01,Crimes Falimentares,1
2010-03-01,Crimes Previstos na Legisla\xc3\xa7\xc3\xa3o Extravagante,7
2010-03-01,Crimes Previstos no Estatuto da crian\xc3\xa7a e do adolescente,11
2010-03-01,Curadoria dos bens do ausente,1
2010-03-01,Curso de Forma\xc3\xa7\xc3\xa3o,7
2010-03-01,D\xc3\xadvida Ativa n\xc3\xa3o,12
2010-03-01,Da Polui\xc3\xa7\xc3\xa3o,5
2010-03-01,Dano,2
2010-03-01,Dano ao Er\xc3\xa1rio,3
2010-03-01,Dano Qualificado,2
2010-03-01,De Tr\xc3\xa1fico Il\xc3\xadcito e Uso Indevido de Drogas,2
2010-03-01,Deb\xc3\xaantures,1
2010-03-01,Decorrente de Viol\xc3\xaancia Dom\xc3\xa9stica,52
2010-03-01,Demiss\xc3\xa3o ou Exonera\xc3\xa7\xc3\xa3o,6
2010-03-01,Denuncia\xc3\xa7\xc3\xa3o caluniosa,5
2010-03-01,Desabamento ou desmoronamento,1
2010-03-01,Desacato,6
2010-03-01,Desapropria\xc3\xa7\xc3\xa3o,13
2010-03-01,Desapropria\xc3\xa7\xc3\xa3o Indireta,4
2010-03-01,Desapropria\xc3\xa7\xc3\xa3o por Utilidade P\xc3\xbablica,14
2010-03-01,Desconto em folha de pagamento,12
2010-03-01,Descontos Indevidos,92
2010-03-01,Desobedi\xc3\xaancia,5
2010-03-01,Desobedi\xc3\xaancia a decis\xc3\xa3o judicial sobre perda ou suspens\xc3\xa3o de direitos,2
2010-03-01,Despejo para Uso Pr\xc3\xb3prio,11
2010-03-01,Despejo por Den\xc3\xbancia Vazia,19
2010-03-01,Despesas Condominiais,72
2010-03-01,Difama\xc3\xa7\xc3\xa3o,1
2010-03-01,DIREITO ADMINISTRATIVO E OUTRAS MAT\xc3\x89RIAS DE DIREITO P\xc3\x9aBLICO,22
2010-03-01,Direito Autoral,12
2010-03-01,DIREITO CIVIL,23
2010-03-01,DIREITO DA CRIAN\xc3\x87A E DO ADOLESCENTE,46
2010-03-01,Direito de Prefer\xc3\xaancia,1
2010-03-01,Direito de Vizinhan\xc3\xa7a,25
2010-03-01,DIREITO DO CONSUMIDOR,33
2010-03-01,DIREITO PENAL,1
2010-03-01,Direitos,2
2010-03-01,Direitos e T\xc3\xadtulos de Cr\xc3\xa9dito,1
2010-03-01,Disponibilidade,1
2010-03-01,Disposi\xc3\xa7\xc3\xa3o de coisa alheia como pr\xc3\xb3pria,1
2010-03-01,Dissolu\xc3\xa7\xc3\xa3o,166
2010-03-01,Divis\xc3\xa3o e Demarca\xc3\xa7\xc3\xa3o,5
2010-03-01,Doa\xc3\xa7\xc3\xa3o,2
2010-03-01,Dom\xc3\xadnio P\xc3\xbablico,3
2010-03-01,Duplicata,97
2010-03-01,Edital,1
2010-03-01,Elei\xc3\xa7\xc3\xa3o,1
2010-03-01,Empr\xc3\xa9stimos Compuls\xc3\xb3rios,12
2010-03-01,Empregado P\xc3\xbablico,12
2010-03-01,Empreitada,2
2010-03-01,Energia El\xc3\xa9trica,11
2010-03-01,Ensino Fundamental e M\xc3\xa9dio,3
2010-03-01,Ensino Superior,46
2010-03-01,Erro M\xc3\xa9dico,14
2010-03-01,Esbulho,33
2010-03-01,Escolaridade,1
2010-03-01,Esp\xc3\xa9cies de Contratos,30
2010-03-01,Esp\xc3\xa9cies de T\xc3\xadtulos de Cr\xc3\xa9dito,52
2010-03-01,Estabelecimentos de Ensino,4
2010-03-01,Estaduais,3
2010-03-01,Estelionato,66
2010-03-01,Estupro,93
2010-03-01,Exame de Sa\xc3\xbade e,4
2010-03-01,Exame Psicot\xc3\xa9cnico,3
2010-03-01,Exclus\xc3\xa3o de herdeiro ou legat\xc3\xa1rio,1
2010-03-01,Exibicao de Documentos,182
2010-03-01,Exonera\xc3\xa7\xc3\xa3o,32
2010-03-01,Expurgos Inflacion\xc3\xa1rios,1415
2010-03-01,Extors\xc3\xa3o,10
2010-03-01,Extors\xc3\xa3o mediante seq\xc3\xbcestro,1
2010-03-01,Extors\xc3\xa3o mediante Seq\xc3\xbcestro Seguida de Morte,1
2010-03-01,Extravio de bagagem,3
2010-03-01,F\xc3\xa9rias,75
2010-03-01,Falsa identidade,1
2010-03-01,Falsidade ideol\xc3\xb3gica,2
2010-03-01,Falsifica\xc3\xa7\xc3\xa3o de documento p\xc3\xbablico,16
2010-03-01,Falso testemunho ou falsa per\xc3\xadcia,1
2010-03-01,Fam\xc3\xadlia,75
2010-03-01,Fauna,1
2010-03-01,Federais,1
2010-03-01,Fian\xc3\xa7a,1
2010-03-01,Fiscaliza\xc3\xa7\xc3\xa3o,9
2010-03-01,Fixa\xc3\xa7\xc3\xa3o,8
2010-03-01,Flora,1
2010-03-01,Fornecimento de \xc3\x81gua,69
2010-03-01,Fornecimento de Energia El\xc3\xa9trica,408
2010-03-01,Franquia,1
2010-03-01,Fraude no Pagamento por Meio de Cheque,2
2010-03-01,Funcionamento de Estabelecimentos Empresariais,1
2010-03-01,FUNDAF,1
2010-03-01,Furto,138
2010-03-01,Furto Privilegiado,5
2010-03-01,Furto Qualificado,310
2010-03-01,Garantias Constitucionais,9
2010-03-01,Gest\xc3\xa3o de Neg\xc3\xb3cios,2
2010-03-01,Gestante,1
2010-03-01,Gratifica\xc3\xa7\xc3\xa3o Natalina,1
2010-03-01,Gratifica\xc3\xa7\xc3\xb5es de Atividade,22
2010-03-01,Gratifica\xc3\xa7\xc3\xb5es e Adicionais,37
2010-03-01,Grav\xc3\xadssima,5
2010-03-01,Grave,19
2010-03-01,Guarda,55
2010-03-01,Habilita\xc3\xa7\xc3\xa3o,9
2010-03-01,Habita\xc3\xa7\xc3\xa3o,1
2010-03-01,Hipoteca,2
2010-03-01,Homic\xc3\xaddio Privilegiado,2
2010-03-01,Homic\xc3\xaddio Qualificado,313
2010-03-01,Homic\xc3\xaddio Simples,121
2010-03-01,Honorarios Profissionais,111
2010-03-01,Hora Extra,1
2010-03-01,ICMS,604
2010-03-01,IE,1
2010-03-01,Imiss\xc3\xa3o,15
2010-03-01,Impostos,84
2010-03-01,Improbidade Administrativa,20
2010-03-01,Imputa\xc3\xa7\xc3\xa3o do Pagamento,1
2010-03-01,Inadimplemento,7
2010-03-01,Inc\xc3\xaandio,7
2010-03-01,Inclus\xc3\xa3o Indevida em Cadastro de Inadimplentes,373
2010-03-01,Inconstitucionalidade Material,6
